OBJECTID,Fax_Number,City,Province,Geo_X,Geo_Y,Business_Id,Business_Name,Site_Postal_Code,Created_Date,Updated_Date,NAICSCode,NAICSCode_Desc,Telephone_Number,Web_Address,Mailing_Address1,Mailing_Address2,Mailing_City,Mailing_Province,Mailing_Country,Mailing_Postal_Code,Unit_Number,Business_Description,Street_Number,Street_Name,Street_Type,Street_Direction,Municipality,geometry,lon,lat
40510,,Whitby,Ontario,667045.92,4861215.11,10545,Speedy Auto Service,L1N2K5,2019-06-14,2019-06-14,811119.0,Other automotive mechanical and electrical repair and maintenance,9056688392,www.speedy.com,,,,,,L1N2K5,,General auto repair.,1240,Dundas,Street,East,Whitby,POINT (-78.92048751195328 43.88511622005354),-78.92048751195328,43.88511622005354
40511,,Whitby,Ontario,667362.02,4861334.97,89829,Speedy Glass,L1N2K7,2019-06-14,2019-06-14,811121.0,"Automotive body, paint and interior repair and maintenance",9054309552,www.speedyglass.ca,,,,,,L1N2M8,,Car glass repair.,1520,Dundas,Street,West,Whitby,POINT (-78.91651742432798 43.88612302795052),-78.91651742432798,43.88612302795052
40512,9056687809,Whitby,Ontario,667463.05,4861345.35,10567,Nurse Chevrolet Cadillac Ltd.,L1N2K7,2019-06-14,2019-06-14,441110.0,New car dealers,9056683304,www.marynurse.com,,,,,,L1N2K7,,Car dealership and service centre.,1530,Dundas,Street,East,Whitby,POINT (-78.915257269486 43.88619349131885),-78.915257269486,43.88619349131885
40513,9056666644,Whitby,Ontario,667115.81,4861165.81,10547,Canada Flooring & Rugs,L1N2K6,2019-06-14,2019-06-14,444190.0,Other building material dealers,9056666699,www.canadaflooring.ca,,,,,,L1N2K6,,Flooring retail.,1243,Dundas,Street,East,Whitby,POINT (-78.91963347961199 43.88465679842726),-78.91963347961199,43.88465679842726
40514,,Whitby,Ontario,667450.4,4861270.84,454569,Royal,L1N2K6,2019-06-14,2019-06-14,722511.0,Full-service restaurants,9056668788,,,,,,,,2,Thai & Hakka Cuisine,1525,Dundas,Street,East,Whitby,POINT (-78.9154380358441 43.88552594302121),-78.9154380358441,43.88552594302121
40515,,Whitby,Ontario,662350.55,4859540.66,10562,Domino's Pizza,L1N2K6,2019-06-14,2019-06-27,722512.0,Limited-service eating places,9056689797,order.dominos.ca,,,,,,L1N2K6,4,"Sells fast food pizza, wings etc.",1525,Dundas,Street,West,Whitby,POINT (-78.97941199749769 43.87109788033823),-78.97941199749769,43.87109788033823
40516,,Whitby,Ontario,667619.32,4859835.73,230299,GHD,L1N8Y3,2019-06-14,2019-06-14,237990.0,Other heavy and civil engineering construction,9056866402,www.ghd.com,,,,,,,,Civil engineering firm.,65,Sunray,Street,,Whitby,POINT (-78.91378735371507 43.87257484659946),-78.91378735371507,43.87257484659946
40517,9055560228,Whitby,Ontario,667523.4,4859895.53,11366,Almost Perfect Frozen Food Outlet,L1N8Y3,2019-06-14,2019-08-28,413190.0,Other specialty-line food merchant wholesalers,9056666868,,,,,,,L1N8Y3,,Frozen food wholesale and almost perfect frozen food headquarters.,100,Sunray,Street,,Whitby,POINT (-78.91496163845456 43.87313469514186),-78.91496163845456,43.87313469514186
40518,9056686203,Whitby,Ontario,667587.42,4859665.95,11354,Maribay Designs & Busy Bees,L1N9B5,2019-06-14,2019-06-14,315289.0,All other cut and sew clothing manufacturing,9056687387,maribaydesigns.com,,,,,,L1N9B5,9-11,Child care supplies manufacturer.,10,Sunray,Street,,Whitby,POINT (-78.91423742705472 43.87105445610427),-78.91423742705472,43.87105445610427
40519,,Whitby,Ontario,667587.42,4859665.95,604804,Blue Pheonix Studio,,2019-06-14,2019-06-27,541810.0,Advertising agencies,9054397113,,,,,,,,13,marketing firm,10,Sunray,Street,,Whitby,POINT (-78.91423742705472 43.87105445610427),-78.91423742705472,43.87105445610427
40520,,Whitby,Ontario,667587.42,4859665.95,40276,Cindy and Craig Real Estate Brokerage,L1N8Y3,2019-06-14,2019-06-14,531210.0,Offices of Real Estate Agents and Brokers,9054369601,cindyandcraig.ca,,,,,,L1N2M8,204,Real estate office,10,Sunray,Street,,Whitby,POINT (-78.91423742705472 43.87105445610427),-78.91423742705472,43.87105445610427
40521,9056681285,Whitby,Ontario,667587.42,4859665.95,11361,Community Mortgage Service Corporation,L1N8Y3,2019-06-14,2019-06-14,526913.0,Mortgage funds,9056686805,www.turnedaway.ca,,,,,,L1N8Y3,205/206,Mortgage brokers.,10,Sunray,Street,,Whitby,POINT (-78.91423742705472 43.87105445610427),-78.91423742705472,43.87105445610427
40522,,Whitby,Ontario,667466.75,4859603.34,44073,Mazi Motorsports,L1N2C2,2019-06-14,2019-06-14,441220.0,"Motorcycle, boat and other motor vehicle dealers",9056650305,www.mazimotorsports.ca,,,,,,,2,"Motorsports retail - ATV's, carts, etc.",1501,Hopkins,Street,,Whitby,POINT (-78.91575792324117 43.8705185024762),-78.91575792324117,43.8705185024762
40523,9056652198,Whitby,Ontario,667466.75,4859603.34,11104,Eagle Eye Custom Cycles,L1N2C2,2019-06-14,2019-07-04,441220.0,"Motorcycle, boat and other motor vehicle dealers",9056657400,www.eagleeyecustomcycles.com,,,,,,L1N2C2,2,Custom motorcycle design.,1501,Hopkins,Street,,Whitby,POINT (-78.91575792324117 43.8705185024762),-78.91575792324117,43.8705185024762
40524,9054449002,Whitby,Ontario,667466.2,4859653.01,11099,Precise Tool & Die Limited,L1N2C2,2019-06-14,2019-07-30,333519.0,Other metalworking machinery manufacturing,9054448999,www.preciseltd.com,,,,,,L1N2C2,,Specialist in precision metal components.,1451,Hopkins,Street,,Whitby,POINT (-78.91574918243522 43.87096554559123),-78.91574918243522,43.87096554559123
40525,9056665670,Whitby,Ontario,667444.11,4859737.54,44076,Ewing Flagpoles,L1N2C2,2019-06-14,2019-07-16,332329.0,Other ornamental and architectural metal product manufacturing,9056665600,,,,,,,L1N2C2,,Manufacture flag pole parts.,1445,Hopkins,Street,,Whitby,POINT (-78.91599741618273 43.871731138427855),-78.91599741618273,43.871731138427855
40526,9054300914,Whitby,Ontario,667377.7,4859928.25,11076,Glasvan Great Dane,L1N2C2,2019-06-14,2019-07-23,415190.0,Recreational and other motor vehicles merchant wholesalers,9054301262,www.glasvangreatdane.com,,,,,,L1N2C2,,Parts and services for trucks.,1025,Hopkins,Street,,Whitby,POINT (-78.9167636129308 43.87346216698784),-78.9167636129308,43.87346216698784
40527,,Whitby,Ontario,667333.5,4860477.34,230322,Durham Disposal,L1N2C4,2019-06-14,2019-06-14,562210.0,Waste treatment and disposal,9056656988,www.durhamdisposal.ca,,,,,,,,"Disposal services, transfer station for waste to recycables.",113,Warren,Road,,Whitby,POINT (-78.91714122210357 43.878412767482274),-78.91714122210357,43.878412767482274
40528,,Whitby,Ontario,667333.5,4860477.34,290492,Simtor,L1N2C4,2019-06-14,2019-06-14,562210.0,Waste treatment and disposal,9056665533,,,,,,,,,Waste transfer station.,113,Warren,Road,,Whitby,POINT (-78.91714122210357 43.878412767482274),-78.91714122210357,43.878412767482274
40529,9056688784,Whitby,Ontario,667198.74,4860411.84,11607,Prestige Carpet & Duct Cleaning Inc.,L1N2C4,2019-06-14,2019-06-14,561791.0,Duct and chimney cleaning services,9056686116,www.prestigecleaning.ca,,,,,,L1N2C4,,"Provide truck mounted carpet and HVAC system cleaning services to residential, commercial and industrial clients.",107,Warren,Road,,Whitby,POINT (-78.91883805625221 43.87785396896188),-78.91883805625221,43.87785396896188
40530,,Whitby,Ontario,667198.02,4860535.22,40294,Churcher's Automotive,L1N2C1,2019-06-14,2019-06-14,811111.0,General automotive repair,9056686342,,,,,,,L1N2C1,4,Auto repair shop.,317,Hopkins,Street,,Whitby,POINT (-78.9188083547944 43.87896427534307),-78.9188083547944,43.87896427534307
40531,,Whitby,Ontario,667198.02,4860535.22,40293,Whitby Transmission,L1N2C1,2019-06-14,2019-06-14,811119.0,Other automotive mechanical and electrical repair and maintenance,9056662958,,,,,,,L1N2C1,3,Mechanics/Auto Shop.,317,Hopkins,Street,,Whitby,POINT (-78.9188083547944 43.87896427534307),-78.9188083547944,43.87896427534307
40532,,Whitby,Ontario,667198.02,4860535.22,11116,R J Phillips Auto Repairs,L1N2C1,2019-06-14,2019-06-14,811121.0,"Automotive body, paint and interior repair and maintenance",9054300298,,,,,,,L1N2C1,,Auto repair shop.,317,Hopkins,Street,,Whitby,POINT (-78.9188083547944 43.87896427534307),-78.9188083547944,43.87896427534307
40533,,Whitby,Ontario,667165.12,4860400.22,11122,Pro Tech Auto Service & Sales,L1N2C2,2019-06-14,2019-06-14,811111.0,General automotive repair,9056658707,www.pro-tech-auto.ca,,,,,,L1N2M8,,Auto service/Garage.,401,Hopkins,Street,,Whitby,POINT (-78.9192598997115 43.87775703377433),-78.9192598997115,43.87775703377433
40534,,Whitby,Ontario,667425.42,4859790.67,40288,Unique Media Solutions,L1N2C2,2019-06-14,2019-06-14,323113.0,Commercial screen printing,9056666555,www.uniquewraps.ca,,,,,,L1N2C2,1,Large format printer.,1375,Hopkins,Street,,Whitby,POINT (-78.91621321536921 43.87221342990923),-78.91621321536921,43.87221342990923
40535,,Pickering,Ontario,654556.86,4854832.64,142678,4 the luv of hockey,L1W3T8,2019-06-14,2019-06-20,611620.0,Athletic instruction,9054241414,www.luvofhockey.com,,,,,,L1W3T8,,Hockey skills development,1480,Bayly,Street,,Pickering,POINT (-79.07771746002786 43.83040565415824),-79.07771746002786,43.83040565415824
40536,,Pickering,Ontario,654556.86,4854832.64,6833,H And L Typing,L1W3T8,2019-06-14,2019-06-20,561110.0,Office administrative services,9058370542,,,,,,,L1W3T8,7,Closed,1480,Bayly,Street,,Pickering,POINT (-79.07771746002786 43.83040565415824),-79.07771746002786,43.83040565415824
40537,,Uxbridge,Ontario,650246.66,4885533.76,9814,Young Drivers Of Canada,L9P1V9,2019-06-17,2019-06-27,611690.0,All other schools and instruction,8889323748,www.yd.com,,,,,,L9P1V9,106,Driving school,29,Toronto,Street,South,Uxbridge,POINT (-79.12261124291412 44.10756610506473),-79.12261124291412,44.10756610506473
40538,,Uxbridge,Ontario,650300.88,4885833.5,469023,Jennifer Neveu Music Lessons,L9P1E6,2019-06-17,2019-06-17,611610.0,Fine arts schools,9058528048,,,,,,,,,Music Lessons,38,Toronto,Street,North,Uxbridge,POINT (-79.12184866397975 44.1102521805108),-79.12184866397975,44.1102521805108
40539,,Uxbridge,Ontario,650124.53,4885366.71,159518,Miranda Lumley Casual Couture,L9P1H2,2019-06-17,2019-06-20,448120.0,Women's clothing stores,9058522014,,,,,,,L9P1H2,,Clothing store.,70,Toronto,Street,South,Uxbridge,POINT (-79.1241840499672 44.10608796709404),-79.1241840499672,44.10608796709404
40540,9058522728,Uxbridge,Ontario,650343.29,4885745.27,9434,Merry Maids Of Uxbridge,L9P1P6,2019-06-17,2019-06-20,561722.0,Janitorial services (except window cleaning),9058527743,www.merrymaids.com,,,,,,L9P1P6,,House cleaning service.,15,Brock,Street,West,Uxbridge,POINT (-79.12134415063409 44.10944953177835),-79.12134415063409,44.10944953177835
40541,,Uxbridge,Ontario,650020.56,4885569.31,468952,Vikki's Hair Studio,L9P1P4,2019-06-17,2019-06-20,812116.0,Unisex hair salons,9058525928,,,,,,,,,Hair salon,114,Brock,Street,West,Uxbridge,POINT (-79.125424837172 44.10793238561962),-79.125424837172,44.10793238561962
40542,,Uxbridge Rural,Ontario,649441.23,4876235.12,101162,Dream Feather- Horsemanship Centre,L9P1R4,2019-06-17,2019-06-17,112920.0,Horse and other equine production,9056496309,www.dream-feather.com,,,,,,L9P1R4,,Horse riding farm,2657,Brock,Road,,Uxbridge,POINT (-79.13529962283158 44.024056044853154),-79.13529962283158,44.024056044853154
40543,,Uxbridge,Ontario,649935.59,4885729.11,43846,Newmarket Pre-Cast,L9P1N4,2019-06-17,2019-06-20,238120.0,Structural steel and precast concrete contractors,9058526111,www.newmarketprecast.com,,,,,,L9P1N4,,Pre-cast concrete.,20,Victoria,Street,,Uxbridge,POINT (-79.12644057534884 44.109387762246456),-79.12644057534884,44.109387762246456
40544,9058521357,Uxbridge,Ontario,650881.7,4888292.44,45904,Garden Artifacts & Water Gardens,L9P1R2,2019-06-17,2019-06-17,444220.0,Nursery stores and garden centres,9058521356,www.garden-artifacts.com,,,,,,L9P1R2,,Plant and antique backyard accessory retail.,752,Ball,Road,,Uxbridge,POINT (-79.11389058512401 44.13225926778718),-79.11389058512401,44.13225926778718
40545,,Uxbridge Rural,Ontario,639327.96,4889668.16,101187,Staite's Honey,L0E1T0,2019-06-17,2019-06-17,112910.0,Apiculture,9054733401,www.staites-honey.com,,,,,,L9P1T1,,OFFMA Honey Farm,244,Ashworth,Road,,Uxbridge,POINT (-79.25788620681026 44.14693242237442),-79.25788620681026,44.14693242237442
40546,,Uxbridge,Ontario,649769.64,4884023.48,402087,OC Welding,L9P1S9,2019-06-17,2019-06-20,333992.0,Welding and Soldering Equipment Manufacturing,9056490651,,,,,,,,,Welding repairs and steel sales.,5,Banff,Road,,Uxbridge,POINT (-79.12899743723887 44.09407356259542),-79.12899743723887,44.09407356259542
40547,,Uxbridge Rural,Ontario,648685.5512,4889218.5962,399707,Donrokay Farm,L9P1T1,2019-06-17,2019-06-17,111998.0,All Other Miscellaneous Crop Farming,,,,,,,,,,Crop Farm,8550,Regional Rd 1,,,Uxbridge,POINT (-79.14106779136695 44.14104319763222),-79.14106779136695,44.14104319763222
40548,,Uxbridge,Ontario,648384.9174,4895482.6412,101971,Jem Farms,L9P1R2,2019-06-17,2019-06-27,115310.0,Support activities for forestry,9058525245,,,,,,,L9P1R2,,Equestrian training and stable.,11499,Regional Rd 1,,,Uxbridge,POINT (-79.14305619332957 44.19747137068439),-79.14305619332957,44.19747137068439
40549,,Uxbridge,Ontario,650347.15,4885958.65,532262,Kimberley Kelland Fashions,,2019-06-17,2019-06-20,448120.0,Women's clothing stores,4165401799,,,,,,,,,Womens Fashion Retailer,53,Main,Street,North,Uxbridge,POINT (-79.12123509616201 44.111368836349115),-79.12123509616201,44.111368836349115
40550,,Uxbridge,Ontario,646077.18,4878904.03,481863,Rosta,L0C1A0,2019-06-17,2019-06-17,417230.0,"Industrial machinery, equipment and supplies merchant wholesalers",9056426996,,,,,,,,,Sells anti vibration products and machinery.,4600,Regional Highway 47,,,Uxbridge,POINT (-79.17651776237892 44.04875052142332),-79.17651776237892,44.04875052142332
40551,,Ajax,Ontario,656137.45,4857570.94,2168,Eric's Driving Academy,L1T2Z7,2019-06-18,2019-06-20,611690.0,All other schools and instruction,9054277109,www.ericsdrivingacademy.com,,,,,,L1T2Z7,224,Driving school,44,Old Kingston,Road,,Ajax,POINT (-79.05727037552165 43.854714166533476),-79.05727037552165,43.854714166533476
40552,,Ajax,Ontario,656137.45,4857570.94,249616,Impulsive Media Solutions,L1T4A5,2019-06-18,2019-06-20,541430.0,Graphic design services,9056199935,,,,,,,,227,Website designer.,44,Old Kingston,Road,,Ajax,POINT (-79.05727037552165 43.854714166533476),-79.05727037552165,43.854714166533476
40553,,Ajax,Ontario,655965.21,4857477.39,2129,Archie Registered Massage Therapy,L1T3A6,2019-06-18,2019-06-18,621499.0,All other out-patient care centres,9059032768,www.archiermt.ca,,,,,,L1T3A6,204,Massage therapy,103,Old Kingston,Road,,Ajax,POINT (-79.05943955689759 43.85390875649118),-79.05943955689759,43.85390875649118
40554,,Ajax,Ontario,655965.21,4857477.38,460297,Carbon + Craft,L1T3A6,2019-06-18,2019-06-20,541920.0,Photographic services,9056267997,,,,,,,,203,Photography services.,103B,Old Kingston,Road,,Ajax,POINT (-79.05943955981671 43.853908666505475),-79.05943955981671,43.853908666505475
40555,,Ajax,Ontario,656280.988,4857497.509,316635,Judy's Gourmet Foods & Gifts,L1S6B3,2019-06-18,2019-06-20,445299.0,All other specialty food stores,4165692442,www.judysgourmet.ca,,,,,,,,"Gourmet Food Gift Baskets, specialty spices, herbs, seasonings and cooking products. We also carry home decor items, kitchen accessories, cookware and tableware.",12,Church,Street,South,Ajax,POINT (-79.05550690627632 43.854023023890434),-79.05550690627632,43.854023023890434
40556,9054273039,Ajax,Ontario,656340.07,4857285.74,1236,Russ Bastow Insurance Broker Ltd.,L1S6B3,2019-06-18,2019-06-18,524210.0,Insurance agencies and brokerages,9052312017,www.bastowinsurance.com,,,,,,L1S6B3,,"Insurance brokers, business, commercial, home, auto",68,Church,Street,South,Ajax,POINT (-79.05483417236208 43.852104901874156),-79.05483417236208,43.852104901874156
40557,,Ajax,Ontario,656285.44,4857644.92,92152,Village Hair,L1T2W3,2019-06-18,2019-06-18,812116.0,Unisex hair salons,9056833018,,,,,,,L1T2W3,,Unisex hair salon,21,Church,Street,North,Ajax,POINT (-79.05540842344901 43.855348566551385),-79.05540842344901,43.855348566551385
40558,,Ajax,Ontario,658962.93,4857014.95,1525,Digipix,L1S2H6,2019-06-18,2019-06-20,512110.0,Motion picture and video production,4169005825,www.digipixinc.com,,,,,,L1S2H6,204,Website design.,158,Harwood,Avenue,South,Ajax,POINT (-79.02230039389808 43.84910821375274),-79.02230039389808,43.84910821375274
40559,9056835415,Ajax,Ontario,658966.53,4857001.91,158519,Dr.G Browes & Dr. S Khoshand,L1S2H6,2019-06-18,2019-06-20,621210.0,Offices of dentists,9056833811,,,,,,,L1S2H6,203,Dentist and oral surgeon.,172,Harwood,Avenue,South,Ajax,POINT (-79.02225951043438 43.848990099910424),-79.02225951043438,43.848990099910424
40560,,Ajax,Ontario,659176.76,4858390.9,290174,Smokes Ajax Food Court,L1S7M9,2019-06-19,2019-06-20,722512.0,Limited-service eating places,2896602873,www.smokespoutinerie.com,,,,,,,1-3,Limited service restaurant.,85,Kingston,Road,East,Ajax,POINT (-79.01923169157413 43.86144343714226),-79.01923169157413,43.86144343714226
40561,,Ajax,Ontario,657748.89,4858152.91,1808,Universal Dry Cleaners,L1T4E4,2019-06-19,2019-06-19,812320.0,Dry cleaning and laundry services (except coin-operated),9056193594,,,,,,,L1T4E4,,dry cleaners,260,Kingston,Road,West,Ajax,POINT (-79.03705982540292 43.859608440576125),-79.03705982540292,43.859608440576125
40562,,Ajax,Ontario,655886.8,4857488.41,457853,Optical Lounge,L1T3A6,2019-06-19,2019-07-30,448150.0,Clothing accessories stores,9052395500,,,,,,,,2,Glasses retailer.,109,Kingston,Road,West,Ajax,POINT (-79.06041138853203 43.854024480486004),-79.06041138853203,43.854024480486004
40563,,Ajax,Ontario,656292.18,4857598.3,1895,Cool Rays Tanning & Esthetics,L1T3A2,2019-06-19,2019-06-19,812190.0,Other personal care services,9054269900,www.coolrays.ca,,,,,,L1T3A2,,Tanning salon,596,Kingston,Road,West,Ajax,POINT (-79.05533824653445 43.8549276274468),-79.05533824653445,43.8549276274468
40564,,Ajax,Ontario,656217.51,4857468.2,534246,All Link Travel,L1S6L8,2019-06-19,2019-07-23,561510.0,Travel agencies,9052397711,,,,,,,,9B,travel booking etc,619,Kingston,Road,West,Ajax,POINT (-79.05630483933913 43.853772719231046),-79.05630483933913,43.853772719231046
40565,,Ajax,Ontario,655580.33,4857250.2,1933,Cameron Dry Cleaning,L1S6J3,2019-06-19,2019-06-19,812320.0,Dry cleaning and laundry services (except coin-operated),9054288714,,,,,,,L1S6J3,,dry cleaning and alteration,777,Kingston,Road,West,Ajax,POINT (-79.0642917916782 43.851945569354505),-79.0642917916782,43.851945569354505
40566,,Ajax,Ontario,655580.33,4857250.2,604897,Rana Motors,L1S6J7,2019-06-19,2019-06-20,441110.0,New car dealers,9056269880,,,,,,,,10,auto sales,777,Kingston,Road,West,Ajax,POINT (-79.0642917916782 43.851945569354505),-79.0642917916782,43.851945569354505
40567,,Ajax,Ontario,655752.06,4857206.57,544819,Unlimited Property Maintenance,,2019-06-19,2019-06-20,561730.0,Landscaping services,6479806995,upmservices.ca,,,,,,,,General Property Maintenance such as lawn care in the summer and snow removal in the winter,759,Kingston,Road,West,Ajax,POINT (-79.0621690726223 43.851516755544864),-79.0621690726223,43.851516755544864
40568,,Ajax,Ontario,656385.57,4857407.68,1962,Pickering Dry Cleaners,L1S6C8,2019-06-19,2019-06-20,812310.0,Coin-operated laundries and dry cleaners,9056833391,,,,,,,L1S6C8,,Dry cleaners,6,Lincoln,Street,,Ajax,POINT (-79.0542326986568 43.85319254891265),-79.0542326986568,43.85319254891265
40569,,Oshawa,Ontario,669392.8,4864196.98,385642,Cosy's Diner,L1J3H2,2019-06-19,2019-06-19,722511.0,Full-service restaurants,2892409133,,,,,,,,6,All day breakfast diner.,500,Rossland,Road,West,Oshawa,POINT (-78.89034370186197 43.91141052160275),-78.89034370186197,43.91141052160275
40570,,Oshawa,Ontario,669392.8,4864196.98,163235,The Dollar Store Plus Inc.,L1J3H2,2019-06-19,2019-06-19,452999.0,All other miscellaneous general merchandise stores,9052408666,,,,,,,L1J3H2,5,"Bargain store, items are sold for a dollar or more.",500,Rossland,Road,West,Oshawa,POINT (-78.89034370186197 43.91141052160275),-78.89034370186197,43.91141052160275
40571,9054360440,Oshawa,Ontario,669392.8,4864196.98,5781,CIBC,L1J3H2,2019-06-19,2019-06-19,522111.0,Personal and commercial banking industry,9054366512,www.cibc.com,,,,,,L1J3H2,4,Chartered bank of canada.,500,Rossland,Road,West,Oshawa,POINT (-78.89034370186197 43.91141052160275),-78.89034370186197,43.91141052160275
40572,,Oshawa,Ontario,669392.8,4864196.98,5775,Super Wok,L1J3H2,2019-06-19,2019-06-19,722512.0,Limited-service eating places,9054328838,,,,,,,L1J3H2,3A,Take out Chinese food.,500,Rossland,Road,West,Oshawa,POINT (-78.89034370186197 43.91141052160275),-78.89034370186197,43.91141052160275
40573,,Oshawa,Ontario,669392.8,4864196.98,5782,JJ Nails,L1J3H2,2019-06-19,2019-06-19,812115.0,Beauty salons,9052408188,,,,,,,L1J3H2,2B,Nail Spa,500,Rossland,Road,West,Oshawa,POINT (-78.89034370186197 43.91141052160275),-78.89034370186197,43.91141052160275
40574,,Oshawa,Ontario,670722.24,4864616.35,604915,Nicole M. Andrews,,2019-06-19,2019-06-20,621340.0,"Offices of physical, occupational, and speech therapists and audiologists",2893857808,,,,,,,,214,massage therapist,58,Rossland,Road,West,Oshawa,POINT (-78.87366336867542 43.91487697328797),-78.87366336867542,43.91487697328797
40575,,Oshawa,Ontario,670722.24,4864616.35,45717,Simcoe Rossland Animal Hospital,L1E2V5,2019-06-19,2019-06-19,541940.0,Veterinary services,9055717333,www.srahvets.com,,,,,,,110,Animal Hospital,58,Rossland,Road,West,Oshawa,POINT (-78.87366336867542 43.91487697328797),-78.87366336867542,43.91487697328797
40576,,Oshawa,Ontario,670726.03,4864629.88,45731,Papa's Pizzaland,L1G4N6,2019-06-19,2019-06-24,722511.0,Full-service restaurants,2892225555,www.papaspizzaland.org,,,,,,L1G4N6,,Pizza restaurant.,680,Hortop,Street,,Oshawa,POINT (-78.8736118597226 43.91499783043273),-78.8736118597226,43.91499783043273
40577,,Oshawa,Ontario,670723.96,4864636.77,4840,Niruthija Grocery,L1G4N6,2019-06-19,2019-06-19,445120.0,Convenience stores,9057250010,,,,,,,L1G4N6,,Variety store,684,Hortop,Street,,Oshawa,POINT (-78.87363541551615 43.91506030242365),-78.87363541551615,43.91506030242365
40578,,Oshawa,Ontario,670719.92,4864646.38,4841,Artistic Hair Care,L1G4N6,2019-06-19,2019-06-19,812116.0,Unisex hair salons,9057289611,,,,,,,L1G4N6,,Unisex hair salon.,688,Hortop,Street,,Oshawa,POINT (-78.87368261918284 43.91514770390657),-78.87368261918284,43.91514770390657
40579,,Oshawa,Ontario,670872.3,4864668.31,6169,Northminster United Church,L1G4V7,2019-06-19,2019-06-20,813110.0,Religious organizations,9057254133,northminfterunited.com,,,,,,L1G4V7,,Church,676,Simcoe,Street,North,Oshawa,POINT (-78.87177898316727 43.91530969414088),-78.87177898316727,43.91530969414088
40580,,Oshawa,Ontario,670904.66,4864936.21,463406,The Hottot Group Inc.,L1G5A7,2019-06-19,2019-06-20,238990.0,All other specialty trade contractors,9053914207,www.thehottotgroup.com,,,,,,,,Renovation Company.,758,Masson,Street,,Oshawa,POINT (-78.87129024524133 43.917712597922986),-78.87129024524133,43.917712597922986
40581,,Oshawa,Ontario,670656.54,4865323.62,6220,Ultimate Car Audio Inc.,L1G4W2,2019-06-19,2019-06-19,441310.0,Automotive parts and accessories stores,9055760030,ultimate-car-audio.ca,,,,,,L1G4W2,,Car audio sales and installation centre.,898,Simcoe,Street,North,Oshawa,POINT (-78.87425445417664 43.921255810867486),-78.87425445417664,43.921255810867486
40582,,Oshawa,Ontario,670619.42,4865392.82,6232,Kay's Place,L1G4W2,2019-06-19,2019-06-19,453220.0,"Gift, novelty and souvenir stores",9054330928,www.kaysplaceartandgifts.com,,,,,,L1G4W2,,"Gift shop, custom framing and artwork.",922,Simcoe,Street,North,Oshawa,POINT (-78.87469434226203 43.921887031942084),-78.87469434226203,43.921887031942084
40583,,Oshawa,Ontario,670619.42,4865392.82,6233,Simcoe Blues & Jazz,L1G5B3,2019-06-19,2019-06-19,722511.0,Full-service restaurants,9054351111,www.simcoeblues.com,,,,,,L1G5B3,,full service restaurant,926,Simcoe,Street,North,Oshawa,POINT (-78.87469434226203 43.921887031942084),-78.87469434226203,43.921887031942084
40584,9057283567,Oshawa,Ontario,670618.78,4865434.98,6234,Simcoe Smile Dental,L1G4W2,2019-06-19,2019-06-19,621210.0,Offices of dentists,9057282321,www.drtodddental.com,,,,,,L1G4W2,,dentist office,936,Simcoe,Street,North,Oshawa,POINT (-78.87468879876263 43.92226651193914),-78.87468879876263,43.92226651193914
40585,9054343642,Oshawa,Ontario,670604.24,4865465.99,232689,Roche Financial Group,L1G4W2,2019-06-19,2019-06-19,523930.0,Investment advice,9054348648,www.rochefinancialgroup.ca,,,,,,,,"Income tax, Financial planning",946,Simcoe,Street,North,Oshawa,POINT (-78.87485985654178 43.92254889005901),-78.87485985654178,43.92254889005901
40586,,Oshawa,Ontario,670604.24,4865465.99,232690,Belmonte Real Estate,L1G4W2,2019-06-19,2019-06-19,531210.0,Offices of Real Estate Agents and Brokers,9052405001,www.belmonterealestate.com,,,,,,,,Real estate brokerage,946,Simcoe,Street,North,Oshawa,POINT (-78.87485985654178 43.92254889005901),-78.87485985654178,43.92254889005901
40587,,Oshawa,Ontario,670689.41,4865410.67,160219,Petro Canada,L1G4W2,2019-06-19,2019-06-19,447110.0,Gasoline stations with convenience stores,9057282527,,,,,,,L1G4W2,,Gas station and conveinience store,925,Simcoe,Street,North,Oshawa,POINT (-78.87381738868392 43.92203142124618),-78.87381738868392,43.92203142124618
40588,,Oshawa,Ontario,670674.74,4865203.83,160294,Wayne D. Goodman Plumbing Ltd.,L1G4V8,2019-06-19,2019-06-20,238220.0,"Plumbing, heating and air-conditioning contractors",9054365105,,,,,,,L1G4V8,b,Plumbing services.,860,Simcoe,Street,North,Oshawa,POINT (-78.8740663007046 43.92017379198474),-78.8740663007046,43.92017379198474
40589,,Oshawa,Ontario,670702.26,4865361.37,534852,Our Spa Oshawa By Teresa,L1G4W1,2019-06-19,2019-06-19,812190.0,Other personal care services,2892402023,ourspasalonbyteresa.ca,,,,,,,,spa,911,Simcoe,Street,North,Oshawa,POINT (-78.87367323802825 43.92158487036276),-78.87367323802825,43.92158487036276
40590,,Oshawa,Ontario,671403.26,4864856.91,27732,The First Church Of Christ Scientists Oshawa,L1G2W4,2019-06-19,2019-06-20,813110.0,Religious organizations,9057239631,,,,,,,L1G2W4,,Church of Christ Scientists/Reading Room,180,Rossland,Road,East,Oshawa,POINT (-78.86510968883883 43.9168832723254),-78.86510968883883,43.9168832723254
